director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,cast_total_facebook_likes,actor_2_facebook_likes,movie_facebook_likes,imdb_score
105,460,24000,38227,13000,0,6.3
610,716,834,3637,780,0,6.3
50,672,1000,3653,944,829,6.1
18,903,9000,13403,2000,0,6.1
11,107,966,2018,680,797,5.3
14,488,789,2318,520,1000,5.4
0,288,539,1411,394,17000,6.2
737,14000,34000,75793,22000,24000,6.6
24,864,18000,20276,992,28000,5.9
0,672,1000,3090,720,0,6.3
845,295,650,1640,467,0,7.2
7,642,874,3151,668,11000,6.8
165,944,1000,4294,967,0,6.1
97,2000,11000,22128,8000,64000,7.8
11,642,1000,4305,759,621,5
38,11000,23000,53024,18000,0,6.2
181,300,33000,34738,301,40000,6.7
11000,485,10000,12258,1000,0,4.9
16000,204,13000,24458,11000,23000,7.4
162,379,18000,19776,748,0,7.1
209,896,8000,10623,1000,0,6.2
80,230,1000,2151,417,448,4.9
69,206,310,1352,219,690,6.1
2,480,12000,22668,10000,0,6.1
53,906,27000,31224,1000,0,6.4
0,210,436,1395,399,0,6.3
39,461,16000,17871,897,11000,6.8
258,896,2000,7053,1000,0,6.6
0,308,510,1976,344,956,5.7
11000,236,22000,22889,394,846,5.9
50,1000,22000,38809,14000,0,6
17,652,13000,16536,968,0,6.1
456,569,21000,23745,939,0,6.7
0,9000,13000,34774,10000,0,6.7
488,947,22000,36897,11000,15000,7.9
25,265,13000,14918,1000,470,5
93,218,287,993,233,0,4.3
124,77,865,1417,441,20000,5.7
0,82,11000,11301,102,880,6.7
545,552,722,2525,585,10000,6.7
0,19000,26000,87697,21000,123000,8.1
293,256,780,2109,265,0,6.1
0,854,19000,22833,972,0,5.6
23,579,11000,12634,779,2000,6.6
37,507,968,3012,848,0,6.9
394,68,889,1262,290,589,4.8
167,778,20000,22447,882,17000,6.2
91,1000,5000,10247,2000,44000,6
48,196,973,1865,400,791,4.9
179,87,794,1467,329,0,5.6
2000,1000,11000,15275,1000,641,6.1
34,466,3000,5329,1000,0,6.1
436,437,19000,20881,961,2000,4.8
192,280,40000,42683,2000,12000,5.5
892,102,26000,26564,368,0,3.8
258,617,11000,12947,708,0,6.5
3,22,879,1026,107,426,6
131,242,11000,12133,298,0,6.7
84,361,16000,18239,805,117000,8.1
65,440,743,2367,730,296,4.9
16000,318,14000,16277,962,112000,7.3
11,543,2000,5497,1000,35000,6.4
70,512,970,2876,834,0,6.7
32,809,1000,6299,891,500,3.6
10,349,13000,14574,1000,2000,5.7
0,110,142,589,117,472,6
153,11000,12000,36167,11000,0,4.9
30,727,963,3150,935,0,4.7
189,839,1000,5081,847,22000,6.3
545,529,14000,16098,1000,19000,5.9
143,519,1000,4416,664,0,5.9
138,9000,18000,45271,14000,11000,7.5
51,622,11000,16484,3000,12000,5.6
357,40,2000,2710,663,0,6.4
420,455,4000,9814,3000,782,6.3
83,1000,12000,16121,1000,18000,4.3
108,58,23000,23325,243,0,5.9
163,650,14000,16884,799,0,5.5
10,348,12000,14146,795,0,6.2
0,194,15000,15700,294,59000,8.8
25,639,1000,2847,718,0,5.2
116,708,22000,24286,713,0,7
12,752,23000,26754,2000,0,6.6
503,467,10000,12940,593,0,7.3
293,744,851,3155,773,960,5.6
72,681,10000,13426,975,0,6.6
39,458,3000,4518,562,5000,5.4
58,729,3000,5713,864,0,6.3
521,186,15000,16281,535,65000,7.9
189,7000,15000,39822,11000,0,6.3
52,394,795,2638,419,0,6
845,683,18000,37605,17000,56000,7.2
61,708,5000,7184,827,0,5.1
12000,665,18000,30132,10000,0,7.3
125,168,10000,11036,617,32000,8
124,354,931,2287,507,0,6.2
272,383,2000,3888,812,0,6
52,539,12000,13905,702,0,6.7
16000,640,926,3983,890,13000,8.1
0,490,21000,22458,860,0,6.4
16000,348,890,1959,387,0,8
96,403,13000,14432,549,0,6.3
0,812,13000,25599,11000,8000,6.4
9,95,485,939,110,0,6.6
53,263,1000,2916,780,0,6.4
70,497,1000,2820,549,14000,6
50,947,5000,7247,962,0,6.6
39,562,1000,3104,591,0,5.9
21000,243,534,1543,273,0,6.4
317,34,57,164,40,0,6.3
287,135,22000,24270,2000,0,7.3
81,163,1000,1752,416,0,6.8
17,594,838,3697,722,30000,7.2
82,537,622,2488,591,15000,5.7
607,215,933,2248,518,0,6
226,241,12000,13406,509,0,6.5
101,327,13000,14036,390,0,5.8
3,490,8000,10026,509,0,5.8
91,591,4000,6254,796,0,6.7
16000,539,11000,12840,963,14000,7.8
99,581,18000,31014,11000,1000,5.6
12000,552,22000,24618,617,0,5.8
541,530,18000,20660,893,0,7.4
159,877,13000,16899,2000,0,6.9
45,352,9000,10185,460,0,5.5
33,67,789,1671,640,953,6.3
0,745,995,3952,879,316,4.7
11,506,939,3742,605,610,5.6
33,518,3000,6089,2000,10000,6.4
906,287,956,2260,579,437,4.2
59,676,2000,4315,828,19000,6.4
0,46,226,405,52,0,7.7
0,177,617,1403,367,0,7.7
13,534,13000,15803,854,448,5.3
0,845,12000,15371,919,0,6.7
125,835,10000,14727,3000,26000,7.7
394,565,13000,25418,11000,10000,5.7
0,889,14000,16949,1000,0,7.6
488,2000,5000,12700,4000,0,6.4
94,240,277,847,245,0,5.6
44,420,593,2908,467,0,6.8
102,43,117,286,62,2000,2.4
234,581,14000,27614,12000,0,6.2
309,577,23000,26527,1000,0,5.9
383,753,4000,6017,808,0,7.1
1000,653,1000,2601,691,10000,7.6
17,303,12000,13390,708,361,5.5
108,3000,40000,63769,19000,44000,7
16000,310,23000,24468,638,0,7.1
473,963,18000,22517,1000,21000,7.4
0,1000,16000,22186,3000,0,7.6
438,466,852,2397,637,853,5.9
161,681,21000,26334,3000,672,5.9
14000,3000,29000,48153,15000,15000,8
0,304,1000,2759,1000,39000,7.4
235,931,4000,8315,957,0,5.8
58,838,14000,26002,11000,10000,6.3
0,11000,14000,45696,12000,9000,5.7
422,379,631,2297,534,0,5.1
0,463,648,1937,568,0,7.6
71,634,16000,28045,10000,13000,6.4
869,21,134,209,27,0,7.4
17000,574,22000,24183,721,11000,8.2
180,75,211,488,135,0,6.5
13,343,961,2422,691,846,5.5
101,79,889,1711,624,0,6.5
176,523,677,2055,560,605,5.6
14,728,2000,5468,1000,1000,4.9
129,12000,21000,64040,17000,13000,4.6
80,21,145,275,50,0,7.9
53,593,13000,14607,963,36000,7.1
58,720,25000,38518,11000,0,6.9
488,597,10000,12182,743,0,7.3
3000,1000,15000,21773,3000,74000,7
274,285,625,1474,440,11000,7.7
293,878,49000,74382,22000,0,6.7
285,7000,11000,28176,8000,41000,6.3
65,828,12000,26826,11000,0,5.8
14000,417,1000,3388,560,37000,7.1
0,658,8000,10003,883,0,7.3
80,651,11000,14087,1000,0,6.4
97,584,17000,19428,920,24000,7.1
277,4000,11000,25697,10000,11000,7.6
235,1000,14000,29505,11000,0,6.8
43,569,12000,14569,919,10000,6.6
0,701,8000,9988,818,0,6.7
51,322,8000,10886,2000,13000,6.1
252,10000,40000,62837,11000,90000,6
0,277,18000,19148,412,0,7.6
241,416,1000,3148,495,0,7.1
155,293,426,1761,387,0,5
488,1000,19000,36873,13000,22000,7.1
295,329,12000,13421,748,0,6.2
9,11000,14000,37967,11000,2000,5.6
62,874,6000,10163,989,0,5.4
43,7000,33000,57426,15000,44000,7.4
12,58,13000,13430,258,795,5
148,660,2000,6729,843,0,5.2
152,11000,22000,53094,18000,27000,7.6
249,808,18000,30383,11000,0,6.6
174,660,14000,16967,664,24000,7
99,433,12000,14007,536,0,5.7
160,443,20000,22417,979,48000,8.2
71,55,154,428,131,955,6.2
5,1000,8000,11124,2000,624,6.6
23,541,660,2177,651,1000,4.7
39,477,1000,3341,912,970,6.3
75,467,10000,11946,520,45000,6.1
213,372,838,2583,593,0,6.7
154,144,15000,15608,348,27000,6.1
79,414,13000,14747,903,0,7
0,681,769,3580,726,44000,7.4
34,679,17000,19513,995,18000,7.3
12,935,87000,101383,11000,773,5.8
16000,826,16000,19139,1000,1000,6.7
0,957,10000,15569,2000,2000,5.8
21000,283,495,1397,294,25000,7.8
50,368,992,1933,495,0,6.6
41,585,18000,24024,4000,0,6.5
22,1000,3000,8398,1000,39000,6.7
473,294,18000,20152,822,3000,7.3
77,159,490,1367,298,15000,5.8
644,174,437,1093,289,669,5.5
287,767,16000,19610,823,0,6.3
71,3000,21000,30183,3000,47000,7.4
75,258,294,1289,273,0,5.9
38,706,14000,16791,919,0,6.2
17,186,14000,15634,1000,0,5.9
73,323,18000,19739,886,1000,6.5
0,158,854,1860,643,812,4.4
0,717,12000,14899,722,0,3.5
0,39,29000,29461,414,0,6.6
0,434,627,2052,508,718,6
160,72,330,701,119,0,6.4
0,432,24000,25469,743,0,6.5
31,210,2000,3016,472,877,4.3
9,1000,15000,20061,2000,0,4.2
16000,447,13000,14344,563,16000,6.5
58,401,33000,34606,455,0,6.1
503,282,45000,58528,13000,0,6.3
73,163,879,1344,184,3000,6.2
0,323,13000,14706,559,0,5.9
487,201,430,1300,329,43000,5.9
323,511,933,3357,631,0,6.5
16000,581,16000,18635,1000,705,6.4
670,294,6000,7654,450,0,6.5
0,764,12000,15935,898,0,5.7
663,521,14000,16358,631,0,8
0,639,13000,15757,1000,0,7.3
378,303,11000,12786,552,10000,6.7
317,256,18000,32637,14000,0,7.5
65,730,1000,6171,923,779,5.4
174,655,14000,16992,988,15000,6.6
0,509,10000,17211,6000,0,7.7
134,795,23000,25049,1000,0,5.8
0,15,51,144,40,0,6.4
234,11000,20000,45202,11000,18000,5.6
260,692,6000,8018,694,0,6
333,317,972,2606,713,697,6.2
32,479,1000,2949,619,0,5.9
596,2000,10000,15820,3000,943,5.1
218,405,6000,10191,3000,9000,6.8
12000,897,984,5702,940,0,6
607,602,2000,5461,979,422,5.1
83,1000,18000,29926,8000,0,5.8
98,592,1000,3580,852,14000,6.2
0,809,49000,52885,811,0,6.4
0,1000,14000,24107,8000,28000,4.8
5,338,11000,11972,387,288,4.9
0,591,2000,3954,602,255,5.6
71,982,12000,16481,2000,15000,5.5
43,77,841,1385,342,0,3.7
70,848,26000,32831,5000,0,5.9
212,380,879,2795,560,2000,6.3
628,830,22000,24316,882,21000,7.4
0,215,599,1418,399,0,7.6
14000,440,11000,12884,844,0,8.3
456,0,2000,2035,35,36000,6.6
662,502,20000,23051,2000,67000,6.9
176,308,18000,29748,11000,0,6.7
21000,237,17000,18141,324,0,6.8
42,235,598,2353,555,352,4.6
737,393,2000,3743,490,3000,7.1
79,194,27000,27666,254,18000,6.4
109,261,779,1823,629,0,6.4
34,1000,18000,33615,12000,0,7.4
446,821,20000,22209,1000,0,6.4
11000,484,3000,5390,575,0,6
0,886,12000,18793,5000,828,6.5
446,600,23000,33548,8000,0,7.8
118,482,14000,16967,794,38000,6
0,23,3000,3768,745,0,7
0,302,2000,3718,1000,0,6
375,59,113,371,102,522,7.8
631,327,678,2096,631,2000,6.1
323,835,1000,4660,977,0,6.8
545,807,919,4796,811,0,6.4
270,535,13000,15192,954,0,7.7
0,12,29,95,29,0,8.1
0,677,4000,6863,769,261,4.5
350,77,8000,8349,115,616,5.8
29,692,8000,12344,1000,0,6.3
148,135,8000,9176,973,881,5.7
22000,319,14000,15658,509,0,7.2
906,906,1000,6315,1000,3000,7.6
39,364,13000,14619,541,0,4.7
380,826,18000,33233,13000,975,6.6
293,255,509,2070,418,0,6.8
65,345,788,2104,423,0,7.3
92,522,1000,2704,623,115,2.7
32,628,924,3244,664,0,4.8
118,558,14000,16410,935,63000,6.3
119,750,807,3629,780,0,5.5
80,213,545,1574,337,0,6.2
40,311,14000,17925,3000,0,5.8
0,995,11000,15362,1000,1000,5.7
79,956,18000,30063,8000,0,6.5
541,551,821,4043,577,1000,6.7
0,760,11000,14868,2000,22000,7.4
176,308,11000,12757,530,0,6.9
126,586,3000,6292,949,0,5.5
777,1000,20000,37321,15000,86000,8.1
845,854,18000,22370,881,0,7.7
23,436,25000,26998,724,19000,7.3
322,179,1000,1645,422,0,5.2
33,84,970,1336,91,26000,7.1
45,595,886,3174,650,0,7.1
49,730,17000,20299,807,0,7.2
50,67,521,758,108,0,6.5
49,514,2000,3717,902,0,4.6
18,560,811,3106,625,0,5.6
628,548,14000,28886,14000,52000,7.7
487,1000,18000,24205,1000,0,7.2
117,140,40000,41636,1000,0,6.8
49,20,13000,13331,279,0,5.4
41,808,982,3648,843,1000,6.3
5,559,6000,7493,584,0,7.2
58,3000,14000,27351,8000,743,5.6
37,651,11000,14073,2000,10000,6.8
38,631,1000,4604,641,531,4.3
85,443,14000,16225,706,0,6.3
153,734,35000,49743,11000,12000,6.5
61,501,1000,3757,976,0,6.4
161,132,11000,12161,894,0,6.3
0,563,1000,2965,845,0,5.9
0,404,749,1948,463,28000,6.5
160,167,550,1102,216,2000,6.5
29,252,427,1461,304,2000,6.1
8,8000,12000,33822,11000,593,5.9
0,202,913,2449,362,11000,6.6
278,107,5000,5405,117,14000,7.4
0,10000,29000,53895,14000,0,7.3
503,795,13000,15053,929,0,6.6
326,510,14000,15990,844,0,5.6
29,322,2000,3855,461,451,5.3
11000,451,905,2348,484,0,6
13,553,1000,3423,701,916,5.4
0,19,723,793,44,0,6.8
38,2000,11000,24351,8000,0,6.4
38,20,409,578,107,46000,7.1
23,579,1000,3855,642,0,4.9
0,820,13000,15006,861,652,5.8
0,805,12000,21130,5000,915,7.1
2000,501,854,2507,766,15000,7.2
208,855,3000,6558,1000,0,6
0,826,23000,26982,1000,0,6
611,10,879,949,52,0,7
15,61,12000,12166,68,0,5.4
188,865,11000,13917,1000,892,6.5
179,50,267,538,202,0,6.4
170,269,849,2457,623,68,4.9
32,104,219,661,141,17000,6.3
11,500,719,3090,611,0,1.7
0,650,1000,3133,660,89000,7.7
99,812,11000,13357,1000,0,7.8
72,789,18000,21554,1000,0,5.5
272,893,22000,37076,11000,0,7.5
170,668,13000,15662,738,0,6.4
13,643,23000,26907,2000,353,5.6
3,40,1000,1178,48,0,7.5
517,678,12000,14255,849,1000,6.8
235,520,956,2998,845,0,6.8
118,287,11000,12876,1000,11000,6
835,225,670,1801,370,0,7.3
84,664,12000,23864,10000,0,6
255,5000,11000,22383,5000,0,7
16,16,44,132,28,0,5.1
521,957,10000,14244,1000,0,6.8
23,135,405,1066,268,0,6.5
165,350,26000,27834,956,16000,6.6
97,839,17000,19968,971,39000,7.2
50,427,8000,9255,437,11000,7
91,206,579,1817,530,0,7
29,650,22000,24534,923,0,5.9
71,547,723,3841,558,0,5.4
176,749,975,4825,815,24000,6.6
311,595,940,2957,726,0,7
153,491,4000,6727,828,17000,6.5
73,505,11000,15571,3000,893,6.3
0,292,12000,13716,592,0,6.5
89,395,650,1651,537,0,6.5
119,412,468,2134,442,0,5.8
46,275,683,2371,349,0,6.6
308,913,10000,15369,2000,20000,5.4
17,808,22000,33585,9000,748,6.1
5,687,5000,7723,922,0,4
487,16,12000,12076,43,10000,7.6
611,576,5000,6229,643,0,7.9
30,497,922,3301,786,19000,5.3
133,365,11000,12239,392,50000,6.6
19,433,624,2056,489,0,6.3
0,52,1000,1342,172,0,7.2
161,196,1000,1954,418,0,7
326,6,326,488,152,161,4.9
241,996,13000,18761,3000,0,6.9
4,96,687,1134,312,505,5.2
0,766,13000,17540,3000,14000,8.1
20,54,107,362,81,11000,6.6
64,296,734,2085,574,11000,6.2
80,225,668,2004,641,0,7.2
737,14000,34000,83012,23000,63000,7.3
98,723,16000,18656,896,10000,6.7
78,298,984,2129,489,0,6.4
0,690,1000,3660,869,12000,7.8
0,903,19000,32325,11000,83000,6.4
456,716,1000,4585,935,101000,4.1
0,2000,13000,22935,4000,681,4.1
541,1000,18000,31349,11000,0,7.4
189,597,3000,7014,2000,0,5.8
532,127,480,1261,449,58000,7.6
545,251,15000,16751,923,0,7.2
0,336,1000,2676,575,40000,7.8
21000,81,10000,10555,349,74000,7.7
42,49,97,318,50,12000,6.4
119,807,2000,5855,869,1000,5.1
0,71,287,600,157,0,5.5
0,690,1000,3986,869,0,7.4
164,723,8000,12556,2000,14000,6
0,10000,18000,42220,12000,14000,7.5
0,923,11000,13321,935,13000,7
241,898,11000,16911,3000,28000,7.5
333,1000,22000,36810,13000,0,7.3
101,839,13000,16179,899,55000,5.7
155,249,23000,24300,984,11000,7.3
278,808,22000,36010,11000,54000,7.2
167,655,2000,5178,874,0,5.9
0,322,855,2144,363,0,7.8
138,748,904,5074,876,0,7.7
436,175,3000,3924,472,13000,8.1
38,882,2000,6775,897,0,6.6
29,257,24000,28928,4000,0,7.1
101,398,700,2842,655,0,5.9
0,4,433,698,256,0,8
14,633,17000,19334,826,663,4.6
563,8000,24000,43917,11000,2000,6.1
11000,465,769,2938,698,35000,7.2
23,651,2000,7009,2000,0,6.4
415,119,982,2357,971,16000,6
160,748,164000,303717,137000,0,5.2
14000,423,15000,16944,535,55000,7.6
212,389,578,2544,563,0,6.4
89,177,836,2091,719,12000,6.4
23,418,1000,2325,593,0,6.1
287,823,4000,8610,835,0,6.1
20,968,2000,7039,2000,0,5.2
58,720,15000,17152,1000,0,7.7
65,638,11000,13943,980,25000,7.3
174,767,14000,17152,903,29000,6.9
22000,19000,23000,63986,20000,49000,8.5
51,465,18000,30571,11000,12000,6.3
7,91,3000,3361,190,0,5.9
0,19,708,848,78,14000,7.8
46,162,387,1233,244,0,6.7
190,520,2000,4243,1000,17000,6.4
425,204,954,2179,568,263,5.9
192,501,40000,41293,534,0,6.6
18,211,18000,18693,426,0,6.8
34,280,545,1274,351,0,6.5
54,988,3000,9069,2000,11000,6.6
10,681,1000,4298,689,3000,5.8
16000,235,880,2281,413,16000,6.9
0,913,13000,16762,936,0,7.1
326,416,21000,22318,534,0,5.8
14000,11000,12000,37570,11000,0,7.2
323,0,472,519,47,694,6
25,473,1000,4324,741,0,4.7
80,287,3000,4634,450,0,5.2
643,586,24000,26938,1000,0,5.5
30,664,799,2787,690,0,6.5
99,57,176,390,61,42000,7
98,78,405,1070,358,0,5.8
0,687,2000,4486,741,26000,6.2
541,173,12000,12970,638,0,6.5
0,552,720,3044,576,0,7.2
52,214,683,1488,392,0,5.1
0,235,374,1238,258,390,4.7
77,495,703,3074,682,20000,5.9
6,584,711,2913,683,445,5.8
75,754,18000,23920,3000,16000,7.2
101,223,787,1827,299,0,6.2
65,490,1000,3239,613,702,5.7
3000,3000,14000,28927,9000,24000,6.1
85,510,924,2711,595,0,6
335,64,15000,15595,467,39000,6.9
50,58,293,621,117,0,6.5
260,441,1000,3969,1000,0,5
18,249,2000,3753,1000,470,5.7
0,715,3000,5917,1000,3000,7
55,294,3000,4565,941,394,5.1
39,210,607,1335,322,279,5.3
287,44,10000,10469,368,0,4.4
0,327,964,2888,931,299,4.7
56,19000,20000,77823,19000,0,6.7
7,903,18000,29484,9000,8000,6.7
81,135,327,960,253,0,5.7
17000,354,22000,23737,926,0,7.4
545,353,783,3126,754,680,6.1
118,674,877,3432,738,15000,6.4
7,795,10000,14275,908,0,6.2
105,616,22000,34377,11000,416,6.2
34,685,978,3821,886,0,5.9
33,1000,1000,5039,1000,0,4
17,889,14000,17877,940,309,6.2
719,683,16000,18913,893,0,4.6
0,826,4000,7243,887,0,6.4
58,497,12000,14008,975,555,5.9
19,351,13000,14463,530,604,5.1
171,284,6000,7099,382,54000,7.6
124,572,636,3374,631,754,4.2
0,563,13000,24770,11000,15000,7.8
65,311,11000,12566,944,835,5.8
0,402,782,2125,658,630,5.9
0,54,326,809,326,39000,8.4
29,762,976,3974,799,849,4.8
14,624,865,3639,826,0,6.2
42,171,875,1702,596,0,6.5
22,613,2000,4327,642,579,6.3
37,595,2000,4262,886,612,3.3
80,835,14000,20503,4000,0,5.9
118,287,11000,12876,1000,11000,6
0,500,1000,3096,627,0,5.8
92,706,1000,4103,760,866,6.5
5,249,521,1883,372,328,4.7
7,485,2000,4024,577,401,4.1
22,61,12000,14127,2000,10000,6.8
39,259,1000,2664,1000,892,6.2
18,443,3000,4123,545,158,4.5
8,219,545,1149,248,565,5.8
0,167,11000,11623,372,15000,7.3
48,39,61,222,46,0,5.9
0,379,795,2449,754,211,4.4
180,87,1000,1686,535,0,5.8
13,173,15000,15638,460,823,5.1
154,502,884,2288,617,0,6.9
34,472,11000,13821,922,12000,6.2
47,2,499,504,3,0,6.9
0,385,1000,2612,970,0,7.3
31,483,5000,6267,755,0,7.1
44,533,1000,2115,580,265,6
584,398,11000,12286,557,58000,7
10,541,1000,3243,559,0,6.8
23,596,2000,5240,894,89,5.7
295,380,720,2630,581,15000,7.6
50,72,218,554,133,21000,8.4
124,100,152,568,142,13000,7.1
36,433,747,1930,452,0,5.6
357,4000,23000,45327,14000,14000,6.7
13000,787,940,4774,925,25000,7
0,279,2000,2853,505,14000,8
534,511,865,2972,534,177,5.3
44,420,593,2329,542,0,4.9
88,785,22000,36009,13000,12000,6.4
610,478,755,2172,643,0,7.4
72,559,982,4251,935,0,6.1
126,954,18000,22436,957,9000,6.5
36,275,592,2176,516,478,5.7
0,1000,12000,18291,2000,478,5.1
18,906,1000,6427,946,0,6.6
0,7,643,943,290,13000,6.5
508,1000,21000,36062,11000,33000,6.9
0,46,76,196,47,0,6.4
278,494,18000,20516,584,0,7.6
150,789,970,3770,919,0,5.6
7,692,931,2912,754,989,6.2
99,377,598,3552,557,8000,4.4
43,280,308,1440,285,689,5.6
11,466,854,2765,543,168,5.5
2000,541,40000,42344,903,0,6.7
150,182,24000,24547,210,352,6.1
65,108,628,1265,316,0,6.2
304,736,940,3277,906,12000,7.3
0,982,12000,16237,1000,911,6.6
0,145,957,1757,163,23000,8.2
123,904,14000,17551,924,39000,6.4
11,12,37,74,12,389,6.4
49,427,1000,2120,569,474,5.2
27,260,13000,15494,2000,0,6.5
0,15,378,427,18,27000,7.1
2,217,4000,4900,476,366,4.8
39,534,2000,5162,898,0,7.3
5,724,17000,19974,1000,14000,5.2
0,531,13000,15106,597,70000,7.7
0,206,10000,14296,4000,29000,7.6
52,651,10000,13396,2000,14000,5.7
1000,681,24000,36093,11000,0,7
3,35,18000,18178,82,0,6
2000,471,26000,37206,10000,83000,8.1
0,272,786,1906,625,13000,8
0,574,13000,14483,642,0,5.6
11,591,2000,4882,756,15000,6.1
188,631,11000,14209,680,0,6.9
308,10000,17000,44060,12000,19000,5.2
415,644,18000,20970,669,0,7
10,405,789,2986,744,0,6.3
43,651,740,3425,707,35000,7
35,30,463,599,35,240,5.3
84,263,551,1874,284,0,6.9
883,133,180,762,172,0,6.2
38,318,496,1272,390,12000,6.4
188,631,11000,13904,641,0,6.4
287,475,9000,10838,1000,852,5.7
473,582,14000,16611,919,0,6.1
488,13000,15000,44037,14000,11000,5.4
0,723,2000,3968,912,591,6.7
96,577,746,2393,602,846,6.8
101,2000,12000,19904,3000,23000,6
487,263,685,1942,485,17000,7.8
31,450,944,2928,886,133,5.3
16,387,541,2268,521,279,4.5
0,642,1000,4537,812,638,5.4
480,706,14000,17623,839,24000,7.8
25,51,461,615,79,12000,7.2
116,481,45000,47203,645,0,6.6
13000,488,920,2725,549,12000,7.6
596,785,877,3497,794,2000,5.9
503,94,808,1446,277,0,6.7
102,624,768,3389,734,38000,7.7
0,640,2000,4499,843,0,5.4
91,64,18000,18669,464,31000,6.9
1000,538,13000,25964,12000,36000,7.7
64,505,11000,23923,11000,0,6.8
338,643,12000,16007,664,0,6.4
91,680,4000,5826,904,17000,5.7
17000,387,22000,24006,1000,0,7.3
126,1000,18000,25661,5000,0,6.8
0,213,492,1450,392,25000,6.3
8,278,1000,2689,358,919,5.9
333,362,14000,15912,1000,0,7.4
161,210,18000,19129,398,11000,8.3
31,591,947,2968,742,0,6.2
0,945,19000,23504,957,0,6.3
79,25,900,1715,759,0,5.8
0,574,40000,42918,852,10000,7.5
763,311,812,2474,551,0,6.3
130,80,29000,29265,130,0,6.4
130,426,826,2259,638,0,7.2
14,691,11000,16571,4000,0,6.3
19,568,1000,4231,762,0,6.9
87,923,15000,20956,3000,41000,6.6
89,190,17000,17860,329,0,6
102,825,15000,19809,2000,39000,7.5
0,318,18000,20143,848,0,7.7
0,120,529,1050,130,18000,6.2
12,931,49000,53370,1000,0,5.4
148,227,978,2184,593,0,6.6
42,766,49000,52566,838,913,5.3
221,553,11000,13125,970,0,5.6
30,664,944,4879,940,0,5.9
179,646,40000,56014,14000,0,7.8
545,766,14000,17902,2000,0,6.7
365,723,887,3876,770,11000,7.4
1000,939,24000,41701,15000,0,6.2
212,248,15000,16249,552,0,5.4
487,3000,20000,34011,10000,52000,6.7
16,584,1000,3356,700,0,5.3
42,196,969,2371,826,13000,5.9
19,447,1000,2643,691,0,4.8
23,57,288,677,257,0,7.3
133,690,2000,5443,1000,0,3.8
2000,95,396,1075,338,21000,8.5
117,140,40000,41636,1000,0,6.8
308,206,446,966,224,0,6.8
174,324,730,2178,716,0,5.3
0,23,20000,28027,8000,12000,7.3
16000,363,29000,36258,6000,16000,6.6
192,844,1000,3185,915,5000,6.2
48,531,775,3001,541,0,5.2
81,636,2000,4722,683,0,6.2
40,398,2000,3612,648,0,6.2
37,480,3000,5709,874,0,6.6
24,455,591,2603,488,12000,6.4
0,769,939,3592,854,0,6.2
357,374,907,2471,445,11000,5.1
16000,229,18000,19689,461,0,6.6
8,558,22000,24154,1000,0,6.1
24,167,287,855,175,0,6.1
0,210,436,1394,263,949,6.6
251,296,826,2351,716,0,5.9
13,973,11000,17292,1000,0,6.3
15,745,10000,13371,979,23000,7.1
309,63,327,561,73,13000,5
2,72,1000,1908,766,538,5.6
161,549,21000,22974,826,0,7.4
82,418,1000,3266,642,0,4.5
90,344,1000,2073,412,0,6.2
0,520,1000,2535,573,0,5
192,346,23000,24669,1000,20000,6.5
98,253,472,1679,328,0,5.1
159,39,3000,3142,61,0,6.5
138,458,26000,28479,968,17000,6.2
12,663,4000,9330,4000,0,6.3
16,734,3000,6327,1000,0,3.8
0,174,465,1361,351,0,5.2
170,136,14000,14744,192,0,6
0,10000,11000,32875,10000,0,6.2
468,150,605,1290,367,452,5.7
52,134,553,1082,214,0,6.7
529,505,18000,19805,826,0,6.8
10,141,694,1668,605,433,6
212,919,2000,5890,1000,0,7.3
57,230,1000,1947,603,0,5.5
0,687,11000,13021,1000,39000,6.7
85,105,635,1352,316,471,4.8
453,120,1000,1458,206,10000,5.7
241,127,13000,14165,891,704,5.1
189,766,3000,6563,967,0,6
12,690,2000,5022,826,494,4.2
0,6,23000,23031,22,24000,7.4
31,448,690,1993,457,0,4.6
0,567,883,3611,883,9000,6.9
503,697,2000,4334,864,892,6.9
138,672,848,3227,674,6000,8
55,918,1000,3125,1000,561,6.4
0,115,548,1005,298,675,6.3
278,249,695,1573,279,0,8.4
22,45,837,1508,541,262,7.1
0,0,3,5,2,633,6.8
0,7,30,50,9,29000,7.5
596,282,621,1980,525,677,4.5
18,324,4000,5377,820,0,5.7
194,816,970,3874,856,26,7.2
47,129,988,1783,149,38000,6.8
31,141,1000,1564,249,0,5.4
17000,94,554,1068,382,0,7.2
0,1000,20000,24640,1000,23000,7.3
3,239,372,1274,248,120,5.2
165,566,12000,14978,774,0,5.5
6000,2,6,13,3,0,7.7
88,954,989,3386,970,23000,7.1
7,1000,40000,52621,9000,1000,5.3
46,292,818,1778,649,314,5.6
125,2000,18000,23122,2000,0,5.7
56,38,113,301,98,13000,7.1
631,521,635,2291,631,0,7.5
0,574,10000,14619,2000,0,7.6
43,655,2000,5942,1000,742,5.5
67,330,826,1790,436,1000,5.1
0,11,324,369,15,0,6.3
21,48,614,843,150,0,4.9
35,433,3000,4863,594,19000,6.5
160,491,852,2604,521,4000,5.6
10,178,18000,18688,223,463,5.3
36,336,669,2114,403,4000,6.5
41,577,722,2859,580,0,6.8
132,317,26000,27759,828,12000,6.5
179,551,11000,13093,617,783,6
